         300
   77.6537000000000        76.8463000000000        80.9713000000000     
          51
  -27.3137000000000        4.86000000000000        30.0600000000000     
  -27.2437000000000        3.27000000000000        30.1200000000000     
  -27.2337000000000        2.71000000000000        28.6200000000000     
  -26.4037000000000        1.48000000000000        28.1800000000000     
  -26.7237000000000       0.660000000000000        26.8200000000000     
  -25.6137000000000      -0.266299999999998        26.1500000000000     
  -26.0137000000000       -1.21630000000000        24.9800000000000     
  -25.0337000000000       -2.31629999999999        24.4500000000000     
  -25.4537000000000       -2.85630000000000        23.0900000000000     
  -24.4637000000000       -3.69629999999999        22.3600000000000     
  -24.9337000000000       -4.26630000000000        21.1200000000000     
  -23.8837000000000       -5.24630000000000        20.3000000000000     
  -24.5637000000000       -5.97629999999999        19.0200000000000     
  -23.4437000000000       -6.34630000000000        18.0300000000000     
  -24.0837000000000       -6.60630000000000        16.4800000000000     
  -23.0637000000000       -7.00629999999999        15.3100000000000     
  -23.3237000000000       -7.26630000000000        13.7000000000000     
  -22.0437000000000       -7.71630000000000        12.7500000000000     
  -21.6837000000000       -9.25629999999999        12.4700000000000     
  -20.3537000000000       -9.77630000000000        11.7900000000000     
  -19.7737000000000       -11.0563000000000        12.5800000000000     
  -18.3037000000000       -11.4563000000000        12.7600000000000     
  -18.0637000000000       -12.8863000000000        13.4300000000000     
  -16.4937000000000       -13.0963000000000        13.4200000000000     
  -15.6737000000000       -12.6463000000000        14.7000000000000     
  -14.1037000000000       -12.6663000000000        14.8100000000000     
  -13.3937000000000       -12.2863000000000        16.2100000000000     
  -12.4837000000000       -10.9763000000000        16.3600000000000     
  -12.0637000000000       -10.5563000000000        17.8900000000000     
  -12.9937000000000       -9.51630000000000        18.5900000000000     
  -12.3837000000000       -8.57630000000000        19.8600000000000     
  -13.2537000000000       -7.68630000000000        20.7900000000000     
  -12.7037000000000       -7.33630000000000        22.1900000000000     
  -13.5737000000000       -6.44629999999999        23.1000000000000     
  -12.9037000000000       -5.77629999999999        24.3700000000000     
  -13.7537000000000       -4.58629999999999        25.0700000000000     
  -13.5937000000000       -4.24630000000000        26.6000000000000     
  -14.0337000000000       -2.85630000000000        27.0200000000000     
  -13.6837000000000       -2.90630000000000        28.5900000000000     
  -13.3337000000000       -1.55630000000000        29.4600000000000     
  -12.5637000000000       -1.68630000000000        30.8100000000000     
  -11.8937000000000      -0.286299999999994        31.3900000000000     
  -11.1637000000000      -0.336300000000005        32.8000000000000     
  -10.9637000000000        1.05000000000000        33.6000000000000     
